language_name,year,count,lag_count,yoy_change
CLIPS,2015,3363,4327.0,-0.22278715045065867
CLIPS,2016,1367,3363.0,-0.5935176925364258
CLIPS,2017,877,1367.0,-0.3584491587417703
CLIPS,2018,590,877.0,-0.32725199543899663
CLIPS,2019,453,590.0,-0.23220338983050848
CLIPS,2020,328,453.0,-0.2759381898454746
CLIPS,2021,208,328.0,-0.36585365853658536
CMake,2012,121482,101362.0,0.198496477970048
CMake,2013,148649,121482.0,0.223629838165325
CMake,2014,186227,148649.0,0.2527968570256107
CMake,2015,212175,186227.0,0.13933532731558795
CMake,2016,157793,212175.0,-0.25630729350771764
CMake,2017,132554,157793.0,-0.15995006115607158
CMake,2018,83691,132554.0,-0.3686271255488329
CMake,2019,61347,83691.0,-0.2669821127719827
CMake,2020,48323,61347.0,-0.21230051999282773
CMake,2021,34221,48323.0,-0.29182790803551106
COBOL,2012,2550,2122.0,0.20169651272384548
COBOL,2013,2793,2550.0,0.09529411764705875
COBOL,2014,2980,2793.0,0.066953097028285
COBOL,2015,2430,2980.0,-0.18456375838926176
COBOL,2016,1311,2430.0,-0.4604938271604938
COBOL,2017,1083,1311.0,-0.17391304347826086
COBOL,2018,694,1083.0,-0.3591874422899354
COBOL,2019,504,694.0,-0.27377521613832856
COBOL,2020,418,504.0,-0.17063492063492058
COBOL,2021,300,418.0,-0.2822966507177034
CSON,2017,4,5.0,-0.19999999999999996
CSON,2018,2,4.0,-0.5
CSON,2019,6,2.0,2.0
CSON,2020,7,6.0,0.16666666666666674
CSON,2021,5,7.0,-0.2857142857142857
CSS,2012,714183,503883.0,0.41735879162424605
CSS,2013,1037767,714183.0,0.4530827532999244
CSS,2014,1483046,1037767.0,0.42907415633759793
CSS,2015,1569101,1483046.0,0.058025846804482084
CSS,2016,1057532,1569101.0,-0.32602681408016443
CSS,2017,867106,1057532.0,-0.1800664187939467
CSS,2018,433408,867106.0,-0.500167222923149
CSS,2019,284408,433408.0,-0.3437869167158889
